IMG_1048.JPG	2269	34	-0.109796	0.0631674	90	65	54
IMG_1048.JPG	1256	1234	-0.137218	-0.274232	92	64	43
IMG_1048.JPG	1144	3995	0.230155	0.462526	160	128	90
IMG_1048.JPG	1525	3618	0.174658	0.395084	113	79	52
IMG_1048.JPG	1942	4251	0.181045	0.308723	164	126	91
IMG_1048.JPG	1947	1144	-0.163069	-0.272177	228	198	170
IMG_1048.JPG	2171	4487	0.301377	0.26281	151	115	82
IMG_1048.JPG	810	346	0.0974362	0.166304	149	113	95
IMG_1048.JPG	811	306	-0.227809	0.0720358	153	112	90
IMG_1048.JPG	812	773	0.236007	0.148651	132	93	65
IMG_1048.JPG	815	1069	0.272536	0.356334	144	107	78
IMG_1048.JPG	1149	1795	-0.0630676	0.110546	67	55	55
IMG_1048.JPG	719	99	-0.111801	0.070295	28	11	4
IMG_1048.JPG	1793	4757	0.0152487	0.0411646	35	16	8
IMG_1048.JPG	1791	4734	0.0685246	0.217883	146	114	94
IMG_1048.JPG	714	163	0.318978	0.164503	120	90	62
IMG_1048.JPG	713	3093	0.222673	0.436862	166	129	85
IMG_1048.JPG	1794	4927	0.0145129	0.0353157	25	15	14
IMG_1048.JPG	2073	3527	-0.246673	0.468173	95	64	33
IMG_1048.JPG	1493	2395	0.310816	0.131074	131	95	73
IMG_1048.JPG	1495	1013	0.107355	0.216138	173	134	108
IMG_1048.JPG	1497	2638	0.195047	0.362255	176	140	106
IMG_1048.JPG	1498	2738	0.327893	0.209448	133	98	68
IMG_1048.JPG	1706	4323	0.320754	0.357548	125	91	63
IMG_1048.JPG	1709	1978	0.304764	0.408101	106	71	32
IMG_1048.JPG	1063	1044	0.295438	-0.355539	161	127	92
IMG_1048.JPG	1065	4940	0.07539	-0.210139	116	83	64
IMG_1048.JPG	2184	658	-0.0776816	0.0902349	95	63	44
IMG_1048.JPG	1667	2154	0.264394	0.370247	165	126	85
IMG_1048.JPG	297	1270	-0.275492	0.385574	143	109	81
IMG_1048.JPG	1665	1034	0.235801	-0.116039	160	123	96
IMG_1048.JPG	295	725	-0.0904176	-0.417239	208	177	148
IMG_1048.JPG	290	4867	0.113819	0.482633	122	91	63
IMG_1048.JPG	1086	653	0.00163302	0.0467106	41	18	10
IMG_1048.JPG	1085	2560	0.212412	0.275648	170	133	107
IMG_1048.JPG	1084	1814	-0.27846	0.46569	165	127	85
